age,birthday,collection_day,contract_until,feet,height,id,joined_in,market_value,name,shirt_number,team_name
22,16/11/1996,2019/04/25,31.12.2019,esquerdo,175,389152,17/01/2019,1.25,Tomás Andrade,8,Club Athletico Paranaense
32,03/07/1986,2019/04/25,,esquerdo,182,53288,06/09/2018,0.9,Marquinho,,Club Athletico Paranaense
27,15/06/1991,2019/04/25,31.12.2019,direito,173,357937,08/02/2019,2.50,Braian Romero,17,Club Athletico Paranaense
25,12/07/1993,2019/04/25,31.12.2019,direito,177,242808,12/01/2017,1.00,Felipe Gedoz,,Club Athletico Paranaense
24,09/02/1995,2019/04/25,30.06.2021,esquerdo,178,250010,16/07/2018,0.5,Bruno Nazário,77,Club Athletico Paranaense
20,28/07/1998,2019/04/25,31.12.2019,direito,175,315761,18/03/2019,0.15,Pierre da Silva,,Club Athletico Paranaense
27,22/01/1992,2019/04/25,30.12.2019,direito,182,114514,01/10/2009,2.00,Marcelo Cirino,10,Club Athletico Paranaense
28,08/11/1990,2019/04/25,,direito,172,211399,13/08/2018,1.25,Ánderson Plata,16,Club Athletico Paranaense
32,26/10/1986,2019/04/25,31.12.2019,direito,179,30825,11/01/2019,1.25,Marco Ruben,9,Club Athletico Paranaense
23,11/05/1995,2019/04/25,,direito,170,371009,31/08/2018,0.9,Rony,7,Club Athletico Paranaense
20,07/07/1998,2019/04/25,31.12.2019,direito,183,592346,01/02/2019,0.1,Gabriel Poveda,29,Club Athletico Paranaense
21,09/01/1998,2019/04/25,,,175,553458,31/01/2019,0.05,Guilherme Bissoli,,Club Athletico Paranaense
30,12/12/1988,2019/04/25,31.12.2020,direito,194,374094,05/01/2018,1.75,Douglas Friedrich,1,Esporte Clube Bahia
35,20/11/1983,2019/04/25,31.05.2019,direito,190,101504,26/08/2016,0.25,Anderson,33,Esporte Clube Bahia
22,30/03/1997,2019/04/25,31.12.2019,,195,584630,,0.05,Fernando Castro,32,Esporte Clube Bahia
31,17/04/1988,2019/04/25,31.12.2019,direito,184,53755,08/01/2019,1.50,Ernando,14,Esporte Clube Bahia
28,01/05/1990,2019/04/25,31.12.2019,direito,186,193135,12/05/2016,1.25,Jackson,4,Esporte Clube Bahia
33,02/08/1985,2019/04/25,31.12.2019,direito,191,203060,04/03/2016,1.00,Lucas Fonseca,28,Esporte Clube Bahia
28,08/05/1990,2019/04/25,,esquerdo,189,439389,18/01/2019,0.5,Xandão,44,Esporte Clube Bahia
21,24/07/1997,2019/04/25,31.12.2020,esquerdo,187,468253,01/05/2017,0.4,Everson,25,Esporte Clube Bahia
22,01/12/1996,2019/04/25,31.12.2022,,186,624291,08/01/2019,0.1,Ignacio,34,Esporte Clube Bahia
24,11/03/1995,2019/04/25,31.12.2021,esquerdo,181,368468,18/01/2019,0.8,Moisés,6,Esporte Clube Bahia
24,03/01/1995,2019/04/25,31.08.2021,esquerdo,178,520492,03/08/2018,0.5,Paulinho,16,Esporte Clube Bahia
19,31/08/1999,2019/04/25,,esquerdo,172,603423,,0.05,Mayk,41,Esporte Clube Bahia
33,10/01/1986,2019/04/25,,direito,168,72451,01/01/2018,1.00,Nino Paraíba,2,Esporte Clube Bahia
21,03/10/1997,2019/04/25,31.12.2019,direito,182,593208,01/01/2019,0.4,Matheus Silva,13,Esporte Clube Bahia
17,30/03/2002,2019/04/25,30.04.2021,direito,,647540,,0.05,Douglas Borel,31,Esporte Clube Bahia
29,17/03/1990,2019/04/25,31.12.2019,direito,180,128823,01/01/2018,1.50,Elton,17,Esporte Clube Bahia
25,13/06/1993,2019/04/25,31.12.2021,direito,181,546036,01/01/2019,1.50,Gregore,26,Esporte Clube Bahia
32,21/04/1987,2019/04/25,31.12.2019,direito,185,56676,04/01/2018,1.25,Nílton,19,Esporte Clube Bahia
25,20/04/1994,2019/04/25,,direito,173,373193,05/02/2016,0.5,Yuri,,Esporte Clube Bahia
23,10/02/1996,2019/04/25,31.12.2020,ambos,177,373191,22/03/2018,0.5,Flávio,5,Esporte Clube Bahia
22,16/01/1997,2019/04/25,,,,544464,22/05/2018,0.05,Lepu,36,Esporte Clube Bahia
22,13/01/1997,2019/04/25,31.12.2019,esquerdo,174,393621,21/01/2019,2.00,Douglas Augusto,97,Esporte Clube Bahia
18,10/08/2000,2019/04/25,31.12.2022,direito,172,614328,,1.50,Ramires,10,Esporte Clube Bahia
23,10/02/1996,2019/04/25,,esquerdo,181,411661,18/01/2019,0.1,Fernando Medeiros,96,Esporte Clube Bahia
21,03/03/1998,2019/04/25,,,,553085,24/04/2019,0.05,Júnior Ramos,,Esporte Clube Bahia
30,22/10/1988,2019/04/25,31.12.2019,ambos,174,54160,10/01/2019,1.75,Guilherme,8,Esporte Clube Bahia
21,27/04/1997,2019/04/25,31.01.2021,esquerdo,178,480274,01/01/2019,0.9,Shaylon,27,Esporte Clube Bahia
21,01/10/1997,2019/04/25,31.12.2021,direito,172,578413,20/04/2018,0.9,Marco Antônio,30,Esporte Clube Bahia
25,06/09/1993,2019/04/25,,direito,178,382240,19/03/2018,0.4,João Paulo,,Esporte Clube Bahia
26,27/05/1992,2019/04/25,31.12.2020,direito,170,201792,03/01/2018,1.75,Élber,7,Esporte Clube Bahia
28,24/12/1990,2019/04/25,30.05.2021,direito,174,175256,02/01/2019,1.25,Rogério,90,Esporte Clube Bahia
21,15/02/1998,2019/04/25,31.12.2019,esquerdo,168,440658,04/01/2019,0.8,Artur,98,Esporte Clube Bahia
23,23/10/1995,2019/04/25,30.08.2019,direito,173,250007,10/08/2018,1.75,Clayton,12,Esporte Clube Bahia
23,11/03/1996,2019/04/25,31.12.2019,,175,519874,01/01/2019,0.4,Iago,71,Esporte Clube Bahia
21,19/07/1997,2019/04/25,,direito,174,442818,25/05/2018,0.05,Fernandinho,37,Esporte Clube Bahia
26,15/06/1992,2019/04/25,31.12.2019,direito,174,224481,06/02/2019,2.75,Arthur Caíke,11,Esporte Clube Bahia
32,27/03/1987,2019/04/25,31.12.2020,direito,192,83886,23/01/2019,1.00,Fernandão,20,Esporte Clube Bahia
29,05/06/1989,2019/04/25,31.12.2020,direito,178,164013,01/07/2018,0.9,Gilberto,9,Esporte Clube Bahia
31,29/03/1988,2019/04/25,30.12.2021,direito,191,107318,01/01/2017,2.50,Roberto Fernández,,Botafogo de Futebol e Regatas
36,01/12/1982,2019/04/25,31.12.2019,esquerdo,189,53231,01/01/2019,1.00,Diego Cavalieri,,Botafogo de Futebol e Regatas
17,01/07/2001,2019/04/25,31.12.2019,,,610417,01/08/2018,0.05,Andrew,,Botafogo de Futebol e Regatas
19,11/12/1999,2019/04/25,,,,650518,,0.05,Lucas Alves,,Botafogo de Futebol e Regatas
24,14/03/1995,2019/04/25,31.12.2020,direito,181,330114,04/01/2019,2.25,Gabriel,,Botafogo de Futebol e Regatas
32,19/10/1986,2019/04/25,06.04.2020,direito,193,87323,01/01/2016,1.00,Joel Carli,,Botafogo de Futebol e Regatas
23,07/01/1996,2019/04/25,31.12.2020,direito,180,476339,01/01/2017,0.7,Marcelo,,Botafogo de Futebol e Regatas
22,07/03/1997,2019/04/25,,,186,524446,01/01/2018,0.05,Kanu,,Botafogo de Futebol e Regatas
21,28/10/1997,2019/04/25,31.12.2020,esquerdo,190,610416,,0.05,Helerson,,Botafogo de Futebol e Regatas
32,14/05/1986,2019/04/25,31.12.2019,esquerdo,177,132568,19/01/2017,0.9,Gilson,,Botafogo de Futebol e Regatas
21,03/03/1998,2019/04/25,31.12.2021,esquerdo,172,579346,11/01/2019,0.5,Jonathan,,Botafogo de Futebol e Regatas
23,08/01/1996,2019/04/25,,esquerdo,173,476337,18/04/2019,0.05,Yuri,,Botafogo de Futebol e Regatas
19,21/08/1999,2019/04/25,,,,650519,,0.05,Lucas Barros,,Botafogo de Futebol e Regatas
22,16/05/1996,2019/04/25,31.12.2020,direito,178,432967,,2.50,Marcinho,,Botafogo de Futebol e Regatas
24,26/09/1994,2019/04/25,31.12.2019,direito,183,349826,10/04/2018,1.50,Jean,,Botafogo de Futebol e Regatas
28,24/04/1991,2019/04/25,31.12.2021,direito,182,113336,01/01/2019,1.00,Alan Santos,,Botafogo de Futebol e Regatas
20,07/06/1998,2019/04/25,,direito,177,524404,,0.05,Wenderson,,Botafogo de Futebol e Regatas
20,30/06/1998,2019/04/25,,,,529609,,,Rickson,,Botafogo de Futebol e Regatas
34,26/08/1984,2019/04/25,31.12.2019,esquerdo,181,17663,04/02/2019,2.00,Cícero,,Botafogo de Futebol e Regatas
28,08/03/1991,2019/04/25,30.12.2021,direito,171,135984,01/01/2017,1.50,João Paulo,,Botafogo de Futebol e Regatas
23,13/05/1995,2019/04/25,31.12.2021,direito,185,219835,08/01/2019,0.9,Alex Santana,,Botafogo de Futebol e Regatas
22,08/06/1996,2019/04/25,31.12.2021,esquerdo,173,439455,01/04/2016,0.8,Gustavo Bochecha,,Botafogo de Futebol e Regatas
28,25/04/1991,2019/04/25,09.07.2019,direito,169,201318,06/07/2017,2.00,Leonardo Valencia,,Botafogo de Futebol e Regatas
22,16/10/1996,2019/04/25,31.12.2021,direito,178,372013,03/01/2018,1.50,Luiz Fernando,,Botafogo de Futebol e Regatas
31,23/10/1987,2019/04/25,31.12.2019,direito,176,76134,13/05/2016,1.00,Rodrigo Pimpão,,Botafogo de Futebol e Regatas
24,18/07/1994,2019/04/25,22.12.2020,direito,170,262016,18/08/2018,1.75,Erik,,Botafogo de Futebol e Regatas
23,02/01/1996,2019/04/25,31.12.2019,direito,177,348264,01/01/2019,0.9,Gustavo Ferrareis,,Botafogo de Futebol e Regatas
23,26/02/1996,2019/04/25,,direito,185,476338,,0.05,Pachu,,Botafogo de Futebol e Regatas
21,30/10/1997,2019/04/25,,,165,524442,01/01/2018,0.05,Lucas Campos,,Botafogo de Futebol e Regatas
33,17/06/1985,2019/04/25,31.12.2019,direito,186,33315,08/03/2019,4.50,Diego Souza,7,Botafogo de Futebol e Regatas
30,06/09/1988,2019/04/25,31.12.2020,direito,186,270420,02/01/2019,0.9,João Ricardo,1,Associação Chapecoense de Futebol
29,24/08/1989,2019/04/25,31.12.2019,direito,192,200455,05/04/2019,0.6,Vagner,,Associação Chapecoense de Futebol
23,12/07/1995,2019/04/25,31.12.2021,direito,186,479211,01/01/2018,0.1,Elias,,Associação Chapecoense de Futebol
21,08/02/1998,2019/04/25,,direito,184,432964,,0.05,Tiepo,98,Associação Chapecoense de Futebol
33,04/01/1986,2019/04/25,31.12.2019,direito,189,45591,12/03/2019,2.00,Gum,,Associação Chapecoense de Futebol
29,04/04/1990,2019/04/25,31.12.2019,direito,190,101304,18/07/2018,2.00,Douglas,23,Associação Chapecoense de Futebol
34,18/11/1984,2019/04/25,,direito,183,58362,30/07/2018,0.5,Rafael Pereira,33,Associação Chapecoense de Futebol
27,25/05/1991,2019/04/25,,direito,190,178941,03/01/2019,0.4,Joílson,34,Associação Chapecoense de Futebol
33,16/08/1985,2019/04/25,,direito,195,131787,12/02/2015,0.1,Neto,4,Associação Chapecoense de Futebol
21,04/11/1997,2019/04/25,,direito,191,436747,01/01/2017,0.05,Hiago,35,Associação Chapecoense de Futebol
21,07/01/1998,2019/04/25,,direito,182,650230,,0.05,Tharlis,85,Associação Chapecoense de Futebol
27,08/12/1991,2019/04/25,,esquerdo,174,435163,01/01/2019,1.00,Bruno Pacheco,6,Associação Chapecoense de Futebol
26,07/03/1993,2019/04/25,,esquerdo,183,277361,23/01/2018,0.4,Vinícius,17,Associação Chapecoense de Futebol
28,04/12/1990,2019/04/25,,esquerdo,177,114144,04/01/2018,0.3,Roberto,32,Associação Chapecoense de Futebol
32,20/11/1986,2019/04/25,,direito,173,53999,04/01/2018,1.00,Eduardo,2,Associação Chapecoense de Futebol
22,03/08/1996,2019/04/25,31.12.2019,direito,176,524568,01/01/2017,0.05,Bryan,31,Associação Chapecoense de Futebol
34,11/06/1984,2019/04/25,31.12.2019,direito,172,65162,05/01/2018,1.00,Márcio Araújo,8,Associação Chapecoense de Futebol
33,08/06/1985,2019/04/25,,direito,176,54989,21/08/2017,0.9,Elicarlos,86,Associação Chapecoense de Futebol
32,07/10/1986,2019/04/25,,direito,182,53788,01/01/2018,0.8,Amaral,5,Associação Chapecoense de Futebol
28,03/03/1991,2019/04/25,,direito,179,227986,01/01/2017,0.4,Moisés Ribeiro,5,Associação Chapecoense de Futebol
21,22/02/1998,2019/04/25,,,,626138,,,Ronei,15,Associação Chapecoense de Futebol
27,04/04/1992,2019/04/25,30.06.2020,direito,178,103674,22/02/2019,2.00,Gustavo Campanharo,10,Associação Chapecoense de Futebol
26,06/08/1992,2019/04/25,31.12.2019,direito,178,107012,21/01/2019,0.8,Augusto César,20,Associação Chapecoense de Futebol
28,22/06/1990,2019/04/25,,direito,173,243810,03/08/2018,0.2,Edgardo Orzuza,16,Associação Chapecoense de Futebol
29,19/01/1990,2019/04/25,31.12.2020,direito,181,150511,01/01/2019,0.9,Renato Silva,19,Associação Chapecoense de Futebol
29,23/08/1989,2019/04/25,31.12.2020,esquerdo,176,75080,01/01/2018,0.5,Alan Ruschel,28,Associação Chapecoense de Futebol
24,26/12/1994,2019/04/25,,direito,177,189963,01/03/2019,0.9,Marcos Vinicius,,Associação Chapecoense de Futebol
28,06/11/1990,2019/04/25,30.06.2021,esquerdo,174,142340,27/07/2018,0.9,Diego Torres,12,Associação Chapecoense de Futebol
24,15/03/1995,2019/04/25,30.06.2019,direito,173,336724,27/07/2018,0.4,Yann Rolim,25,Associação Chapecoense de Futebol
21,19/08/1997,2019/04/25,,,,583864,,0.05,Kendy,31,Associação Chapecoense de Futebol
21,23/03/1998,2019/04/25,,,,668798,,,Vinícius Locatelli,,Associação Chapecoense de Futebol
30,20/03/1989,2019/04/25,31.12.2019,direito,181,175230,01/03/2019,1.25,Rildo,7,Associação Chapecoense de Futebol
19,28/03/2000,2019/04/25,31.12.2022,,176,564684,,1.25,Bruno Silva,29,Associação Chapecoense de Futebol
23,30/09/1995,2019/04/25,30.06.2019,direito,177,203323,30/07/2018,1.00,Victor Andrade,11,Associação Chapecoense de Futebol
27,07/04/1992,2019/04/25,31.12.2020,direito,180,329845,01/01/2019,0.9,Aylon,18,Associação Chapecoense de Futebol
23,02/01/1996,2019/04/25,,direito,178,432960,01/01/2017,0.6,Lourency,13,Associação Chapecoense de Futebol
24,12/04/1995,2019/04/25,31.12.2019,direito,178,405769,01/03/2019,0.1,Thiago Santos,40,Associação Chapecoense de Futebol
27,05/07/1991,2019/04/25,,direito,181,205041,22/01/2019,1.00,Everaldo,77,Associação Chapecoense de Futebol
36,24/12/1982,2019/04/25,,direito,188,91953,01/01/2019,0.9,Sidão,12,Goiás Esporte Clube
25,17/05/1993,2019/04/25,,,184,351229,13/01/2018,0.6,Marcão,1,Goiás Esporte Clube
30,17/05/1988,2019/04/25,31.12.2020,direito,186,412610,16/01/2017,0.25,Marcelo Rangel,,Goiás Esporte Clube
27,04/02/1992,2019/04/25,31.12.2019,direito,184,258367,05/04/2019,0.05,Tadeu,,Goiás Esporte Clube
24,15/12/1994,2019/04/25,,,189,363772,01/01/2015,0.05,Matheus Alves,94,Goiás Esporte Clube
30,17/09/1988,2019/04/25,31.12.2020,esquerdo,188,255805,01/01/2019,1.00,Rafael Vaz,4,Goiás Esporte Clube
24,24/01/1995,2019/04/25,,direito,192,373446,01/01/2016,0.9,David Duarte,3,Goiás Esporte Clube
26,29/08/1992,2019/04/25,31.12.2019,direito,185,184156,02/01/2019,0.6,Yago,33,Goiás Esporte Clube
28,06/01/1991,2019/04/25,31.12.2019,direito,186,267464,16/01/2017,0.4,Fábio Sanches,27,Goiás Esporte Clube
24,02/01/1995,2019/04/25,31.12.2019,esquerdo,177,348769,31/01/2019,0.7,Marcelo Hermes,86,Goiás Esporte Clube
24,26/10/1994,2019/04/25,,esquerdo,178,333025,01/01/2019,0.5,Nilson Loyola,21,Goiás Esporte Clube
22,03/01/1997,2019/04/25,,esquerdo,176,435211,01/01/2016,0.2,Jefferson,13,Goiás Esporte Clube
25,02/04/1994,2019/04/25,31.12.2019,direito,180,330035,13/03/2019,0.8,Daniel Guedes,15,Goiás Esporte Clube
26,23/05/1992,2019/04/25,,direito,170,254771,03/02/2018,0.6,Caique Sá,70,Goiás Esporte Clube
21,07/09/1997,2019/04/25,,direito,174,520430,02/01/2019,0.5,Kevin,2,Goiás Esporte Clube
30,20/10/1988,2019/04/25,31.12.2019,direito,189,186526,03/04/2018,0.7,Gilberto,29,Goiás Esporte Clube
30,20/02/1989,2019/04/25,31.12.2020,direito,179,100124,01/01/2019,0.5,Geovane,5,Goiás Esporte Clube
24,09/02/1995,2019/04/25,31.12.2019,direito,181,224878,13/12/2017,0.4,João Afonso,,Goiás Esporte Clube
25,24/03/1994,2019/04/25,,,176,363783,,0.2,Péricles,,Goiás Esporte Clube
20,08/07/1998,2019/04/25,,,178,592310,10/01/2018,,Madison,,Goiás Esporte Clube
19,22/04/2000,2019/04/25,,,,596527,,0.05,Miguel Ferreira,,Goiás Esporte Clube
22,01/10/1996,2019/04/25,,direito,176,613190,11/01/2019,0.05,Ratinho,18,Goiás Esporte Clube
29,05/09/1989,2019/04/25,31.12.2019,direito,177,125513,11/03/2019,2.00,Giovanni Augusto,,Goiás Esporte Clube
27,02/04/1992,2019/04/25,31.12.2019,direito,180,231039,02/01/2019,2.00,Marlone,10,Goiás Esporte Clube
24,03/02/1995,2019/04/25,31.12.2019,direito,174,346935,09/04/2019,1.00,Yago,,Goiás Esporte Clube
27,31/01/1992,2019/04/25,31.12.2019,direito,172,202907,02/01/2019,0.9,Renatinho,7,Goiás Esporte Clube
23,31/12/1995,2019/04/25,31.12.2020,direito,175,435213,01/01/2016,0.5,Léo Sena,20,Goiás Esporte Clube
21,03/01/1998,2019/04/25,,esquerdo,176,436580,,0.1,Thalles,98,Goiás Esporte Clube
23,12/03/1996,2019/04/25,,esquerdo,166,520392,11/04/2017,1.00,Michael,11,Goiás Esporte Clube
21,19/09/1997,2019/04/25,,direito,175,379369,25/01/2019,0.3,Giovanny,97,Goiás Esporte Clube
26,08/03/1993,2019/04/25,31.12.2019,direito,172,288438,01/01/2013,0.2,Liniker,,Goiás Esporte Clube
23,08/06/1995,2019/04/25,31.12.2021,direito,176,514500,03/01/2019,1.00,Marcinho,22,Goiás Esporte Clube
26,08/10/1992,2019/04/25,31.12.2019,direito,173,322059,15/01/2019,0.7,Leandro Barcia,30,Goiás Esporte Clube
26,21/06/1992,2019/04/25,31.12.2019,direito,175,170385,11/01/2018,0.5,Rafinha,,Goiás Esporte Clube
23,07/01/1996,2019/04/25,31.12.2019,direito,187,592351,03/01/2019,1.50,Junior Brandão,9,Goiás Esporte Clube
25,01/03/1994,2019/04/25,31.12.2019,direito,182,435046,05/01/2019,1.00,Brenner,38,Goiás Esporte Clube
31,01/04/1988,2019/04/25,31.12.2019,direito,182,55378,03/04/2019,0.75,Kayke,,Goiás Esporte Clube
21,28/04/1997,2019/04/25,,,183,606966,18/01/2019,,Ricardo Verza,,Goiás Esporte Clube
28,01/03/1991,2019/04/25,31.12.2021,direito,186,159893,16/01/2019,0.8,Richard,91,Ceará Sporting Club
32,07/08/1986,2019/04/25,31.05.2020,direito,192,186398,14/08/2018,0.25,Diogo Silva,12,Ceará Sporting Club
35,25/11/1983,2019/04/25,,direito,189,53371,05/05/2017,0.05,Fernando Henrique,83,Ceará Sporting Club
30,14/09/1988,2019/04/25,31.12.2021,direito,190,265693,01/01/2019,0.9,Luiz Otávio,13,Ceará Sporting Club
27,06/05/1991,2019/04/25,31.12.2020,esquerdo,186,435232,01/01/2019,0.6,Eduardo Brock,4,Ceará Sporting Club
34,29/05/1984,2019/04/25,,direito,186,147435,26/03/2018,0.6,Tiago Alves,36,Ceará Sporting Club
27,10/02/1992,2019/04/25,30.11.2019,direito,183,441762,01/05/2016,0.5,Valdo,3,Ceará Sporting Club
30,26/04/1988,2019/04/25,,direito,188,212221,01/01/2019,0.3,Charles,44,Ceará Sporting Club
30,24/03/1989,2019/04/25,31.12.2019,esquerdo,176,60982,16/02/2019,1.15,Thiago Carleto,46,Ceará Sporting Club
27,08/06/1991,2019/04/25,31.12.2019,esquerdo,184,346051,06/06/2018,0.5,João Lucas,66,Ceará Sporting Club
28,06/06/1990,2019/04/25,31.12.2020,direito,166,198250,01/01/2019,1.25,Samuel Xavier,22,Ceará Sporting Club
27,10/09/1991,2019/04/25,,direito,174,151505,01/02/2019,1.00,Auremir,18,Ceará Sporting Club
28,25/07/1990,2019/04/25,,direito,176,278402,01/01/2019,0.4,Cristóvam,2,Ceará Sporting Club
32,19/11/1986,2019/04/25,,direito,180,210548,26/05/2018,0.8,Fabinho,19,Ceará Sporting Club
32,20/03/1987,2019/04/25,31.12.2019,direito,182,52514,15/03/2017,0.7,Pedro Ken,88,Ceará Sporting Club
27,25/02/1992,2019/04/25,,direito,182,436570,01/01/2019,0.6,William Oliveira,55,Ceará Sporting Club
36,15/01/1983,2019/04/25,,direito,180,27363,18/07/2018,0.5,Edinho,5,Ceará Sporting Club
33,20/03/1986,2019/04/25,31.12.2019,direito,174,101542,13/01/2018,1.00,Juninho,20,Ceará Sporting Club
32,15/12/1986,2019/04/25,31.12.2019,direito,175,225912,01/03/2017,1.25,Ricardinho,8,Ceará Sporting Club
28,28/05/1990,2019/04/25,,esquerdo,171,105512,01/01/2019,0.7,Felipe,10,Ceará Sporting Club
27,11/10/1991,2019/04/25,31.12.2021,esquerdo,173,166483,18/02/2019,0.7,Wescley,27,Ceará Sporting Club
24,17/12/1994,2019/04/25,31.12.2021,direito,178,350342,01/01/2019,0.5,Fernando Sobral,11,Ceará Sporting Club
27,16/05/1991,2019/04/25,,direito,174,349166,10/01/2019,0.3,Chico,30,Ceará Sporting Club
19,01/06/1999,2019/04/25,,,,617700,,0.05,Kendy,18,Ceará Sporting Club
23,10/05/1995,2019/04/25,30.03.2022,direito,172,437773,01/03/2019,1.00,Leandro Carvalho,82,Ceará Sporting Club
22,01/08/1996,2019/04/25,,direito,169,402976,01/01/2019,0.5,Vitor Feijão,7,Ceará Sporting Club
28,09/02/1991,2019/04/25,,direito,181,135061,22/04/2019,0.9,Bérgson,,Ceará Sporting Club
34,07/01/1985,2019/04/25,31.12.2019,direito,184,70342,24/01/2019,0.9,Roger,9,Ceará Sporting Club
33,12/12/1985,2019/04/25,31.12.2020,direito,168,142136,24/07/2018,0.9,Juninho Quixadá,21,Ceará Sporting Club
31,15/08/1987,2019/04/25,,direito,183,110650,27/08/2018,0.5,Ricardo Bueno,99,Ceará Sporting Club
22,28/11/1996,2019/04/25,,esquerdo,179,375016,01/01/2019,0.4,João Paulo,17,Ceará Sporting Club
25,15/05/1993,2019/04/25,,direito,169,212954,01/01/2019,0.4,Willie,93,Ceará Sporting Club
34,28/11/1984,2019/04/25,15.12.2020,direito,191,27346,01/01/2017,0.9,Marcelo Boeck,1,Fortaleza Esporte Clube
30,21/05/1988,2019/04/25,,esquerdo,187,189682,01/01/2019,0.25,Felipe Alves,,Fortaleza Esporte Clube
21,23/05/1997,2019/04/25,,direito,189,635066,,0.05,Matheus Jesus,,Fortaleza Esporte Clube
25,23/10/1993,2019/04/25,31.12.2020,direito,181,592336,,0.05,Max Walef,23,Fortaleza Esporte Clube
28,02/06/1990,2019/04/25,31.12.2019,direito,186,222468,01/03/2019,0.7,Nathan Otávio,,Fortaleza Esporte Clube
25,04/03/1994,2019/04/25,31.12.2019,direito,189,373088,01/01/2019,0.7,Patrick Marcelino,,Fortaleza Esporte Clube
24,23/03/1995,2019/04/25,31.12.2020,direito,184,323838,19/01/2019,0.5,Juan Quintero,,Fortaleza Esporte Clube
32,10/12/1986,2019/04/25,31.12.2019,direito,184,112962,01/01/2018,0.4,Roger Carvalho,,Fortaleza Esporte Clube
17,26/05/2001,2019/04/25,,direito,171,661883,,,Diguinho,,Fortaleza Esporte Clube
32,29/11/1986,2019/04/25,31.12.2020,esquerdo,168,55243,01/01/2019,1.00,Carlinhos,,Fortaleza Esporte Clube
26,26/10/1992,2019/04/25,,esquerdo,183,538230,04/01/2015,0.7,Bruno Melo,6,Fortaleza Esporte Clube
25,01/09/1993,2019/04/25,,direito,179,273442,01/01/2018,0.8,Tinga,2,Fortaleza Esporte Clube
27,06/07/1991,2019/04/25,30.04.2019,direito,175,435234,06/09/2018,0.2,Diego Tavares,21,Fortaleza Esporte Clube
23,26/02/1996,2019/04/25,,direito,175,382170,01/01/2019,0.2,Diego,22,Fortaleza Esporte Clube
25,10/04/1994,2019/04/25,31.12.2021,direito,184,508930,23/03/2015,0.7,Felipe,15,Fortaleza Esporte Clube
32,06/03/1987,2019/04/25,31.12.2019,direito,176,148135,01/01/2019,0.6,Paulo Roberto,,Fortaleza Esporte Clube
24,10/05/1994,2019/04/25,31.12.2020,direito,183,336474,15/01/2019,0.6,Gabriel Dias,,Fortaleza Esporte Clube
32,02/08/1986,2019/04/25,31.12.2019,direito,188,67889,01/01/2018,0.6,Derley,8,Fortaleza Esporte Clube
23,12/03/1996,2019/04/25,31.12.2020,direito,175,435484,08/03/2019,0.4,Felipe Araruna,,Fortaleza Esporte Clube
29,15/02/1990,2019/04/25,,direito,176,148608,14/01/2019,1.00,Santiago Romero,,Fortaleza Esporte Clube
29,26/02/1990,2019/04/25,,,175,538234,03/05/2018,0.7,Marlon,11,Fortaleza Esporte Clube
24,01/01/1995,2019/04/25,31.12.2019,direito,158,353279,01/01/2019,0.3,Edinho,,Fortaleza Esporte Clube
24,05/09/1994,2019/04/25,31.12.2019,direito,171,281837,05/04/2018,0.9,Dodô,,Fortaleza Esporte Clube
23,16/05/1995,2019/04/25,31.12.2019,direito,173,520081,22/05/2018,0.9,Marcinho,,Fortaleza Esporte Clube
22,10/07/1996,2019/04/25,31.12.2019,direito,171,524438,08/01/2019,0.9,Matheus Alessandro,,Fortaleza Esporte Clube
32,11/04/1987,2019/04/25,31.12.2020,direito,170,76191,14/02/2019,0.8,Osvaldo,17,Fortaleza Esporte Clube
30,13/03/1989,2019/04/25,,direito,171,76470,26/07/2018,0.8,Éderson,91,Fortaleza Esporte Clube
25,01/03/1994,2019/04/25,,direito,168,267849,08/08/2018,0.3,Romarinho,20,Fortaleza Esporte Clube
32,24/09/1986,2019/04/25,31.12.2019,direito,180,112335,22/04/2019,1.25,Kieza,,Fortaleza Esporte Clube
35,22/04/1984,2019/04/25,31.12.2020,direito,180,51716,02/03/2019,1.00,Wellington Paulista,,Fortaleza Esporte Clube
24,11/10/1994,2019/04/25,,direito,188,592347,01/01/2019,0.9,Júnior Santos,,Fortaleza Esporte Clube
24,25/05/1994,2019/04/25,31.12.2020,,,663087,22/04/2019,,Jefinho,,Fortaleza Esporte Clube
31,06/04/1988,2019/04/25,,direito,191,68408,01/01/2019,0.7,João Carlos,1,Centro Sportivo Alagoano (AL)
26,12/07/1992,2019/04/25,31.12.2019,direito,190,375469,01/05/2017,0.3,Alexandre Cajuru,12,Centro Sportivo Alagoano (AL)
33,07/01/1986,2019/04/25,,direito,193,150479,01/01/2019,0.3,Fabrício,31,Centro Sportivo Alagoano (AL)
25,03/09/1993,2019/04/25,,direito,191,255928,15/04/2019,0.25,Jordi Almeida,,Centro Sportivo Alagoano (AL)
29,09/07/1989,2019/04/25,,direito,187,124543,11/02/2019,1.25,Ronaldo Alves,17,Centro Sportivo Alagoano (AL)
33,24/02/1986,2019/04/25,31.12.2019,direito,187,64577,11/12/2015,0.7,Leandro Souza,3,Centro Sportivo Alagoano (AL)
29,13/09/1989,2019/04/25,,esquerdo,187,140541,01/01/2019,0.7,Luciano Castan,4,Centro Sportivo Alagoano (AL)
27,07/01/1992,2019/04/25,31.12.2019,direito,186,161438,02/01/2019,0.5,Gerson,13,Centro Sportivo Alagoano (AL)
